name,year,duration,genre,rating,votes,director,actor_1,actor_2,actor_3
kaanoon ki awaaz,1989,127,"Action, Crime",3.8,10,P. Chandrasekhar,r. kumar,balwant dullat,shatrughan sinha
kaante,2002,150,"Action, Crime, Drama",6.5,4738,Sanjay Gupta,amitabh bachchan,sanjay dutt,sunil shetty
kaaranama,1990,138,Drama,4.8,17,Ranjeet,vinod khanna,kimi katkar,farha naaz
kaash,1987,140,Drama,6.3,197,Mahesh Bhatt,jackie shroff,dimple kapadia,master makrand
kaash,2015,106,Drama,5.0,20,Ishaan Nair,nidhi sunil,kavya trehan,varun mitra
kaash... hamara dil pagal na hota,2003,149,Comedy,3.6,7,Mangal Anand,sunil singh,chetan aneja,mithun purandare
kaashi in search of ganga,2018,125,Thriller,5.4,259,Dhiraj Kumar,prince adhikari,aishwarya devan,kranti prakash jha
kab? kyoon? aur kahan?,1970,136,"Action, Mystery, Romance",6.8,117,Arjun Hingorani,dharmendra,babita kapoor,pran
kabaad- the coin,2021,132,Drama,6.6,76,Varadraj Swami,vivaan shah,zoya afroz,abhishek bajaj
kabali,2016,153,"Action, Crime, Drama",6.2,11886,Pa. Ranjith,rajinikanth,winston chao,radhika apte
kabhi alvida naa kehna,2006,193,"Drama, Romance",6.1,18783,Karan Johar,shah rukh khan,rani mukerji,amitabh bachchan
kabhi haan kabhi naa,1994,158,"Comedy, Drama, Music",7.8,17567,Kundan Shah,shah rukh khan,suchitra krishnamoorthi,deepak tijori
kabhi khushi kabhie gham...,2001,210,"Drama, Musical, Romance",7.4,46172,Karan Johar,shah rukh khan,kajol,amitabh bachchan
kabhi na kabhi,1998,157,"Action, Drama, Romance",4.3,158,Priyadarshan,jackie shroff,anil kapoor,pooja bhatt
kabhi paas kabhi fail,1999,95,"Comedy, Family",6.2,20,Virendra Saini,sajeel parakh,saurabh shukla,sona
kabhie kabhie,1976,177,"Drama, Romance",7.4,1986,Yash Chopra,amitabh bachchan,shashi kapoor,rakhee gulzar
kabir singh,2019,173,"Action, Drama, Romance",7.1,27731,Sandeep Reddy Vanga,shahid kapoor,kiara advani,nikita dutta
kabli khan,1963,123,"Action, Musical",4.8,9,K. Amarnath,ajit,helen,samson
kabrastan,1988,135,Horror,3.7,27,Mohan Bhakri,hemant birje,kamna,javed khan
kabrastan,2000,109,Horror,3.1,16,Ramesh U. Lakhiani,amit kapoor,satnam kaur,shehzad khan
kabul express,2006,105,"Adventure, Comedy, Drama",6.8,3181,Kabir Khan,john abraham,arshad warsi,salman shahid
kabuliwala,1961,95,Drama,7.8,317,Hemen Gupta,balraj sahni,baby sonu,usha kiran
kabzaa,1988,143,"Action, Crime, Drama",5.9,185,Mahesh Bhatt,raj babbar,sanjay dutt,amrita singh
kaccha limboo,2011,141,"Comedy, Family",6.4,88,Sagar Ballary,muntazir ahmad,karan bhanushali,bhairavi goswami
kachche dhaage,1999,144,"Action, Drama, Thriller",6.0,1428,Milan Luthria,ajay devgn,saif ali khan,manisha koirala
kachchi sadak,2006,145,"Action, Drama",6.1,34,Sanjay D. Singh,rahul singh,parmita katkar,tinnu anand
kadakh,2019,108,"Comedy, Drama, Thriller",7.0,1381,Rajat Kapoor,ranvir shorey,mansi multani,palomi ghosh
kadal meengal,1981,137,Drama,6.6,76,G.N. Rangarajan,kamal haasan,sujatha,ambika
kadamban,2017,142,"Action, Adventure, Drama",5.3,417,N. Ragavan,arya,catherine tresa,deepraj rana
kadhal desam,1996,158,"Comedy, Drama, Romance",6.8,458,Kathir,abbas,s.p. balasubrahmanyam,chaplin balu
kadhal mannan,1998,135,"Drama, Romance",7.1,789,Saran,ajith kumar,maanu,m.s. viswanathan
kadke kamal ke,2019,136,Comedy,6.8,5,Laxman Singh,aaryan adhikari,neeta dhungana,rajpal yadav
kadvi hawa,2017,95,Drama,8.1,985,Nila Madhab Panda,nilamadhab panda,sanjay mishra,ranvir shorey
kafan,1990,147,Horror,5.8,48,Dhirendra Bohra,javed khan,jamuna,viju khote
kagaar: life on the edge,2003,150,"Crime, Drama",5.7,50,N. Chandra,om puri,nandita das,amitabh dayal
kahaani,2012,122,"Mystery, Thriller",8.1,59060,Sujoy Ghosh,vidya balan,parambrata chattopadhyay,indraneil sengupta
kahaani 2,2016,127,"Mystery, Thriller",6.6,5159,Sujoy Ghosh,vidya balan,arjun rampal,jugal hansraj
kahaani gudiya ki...: true story of a woman,2008,112,"Biography, Drama",5.8,32,Prabhakar Shukla,divya dutta,arif zakaria,rajpal yadav
kahan hai kanoon,1989,131,Action,6.9,7,Deepak Balraj Vij,sadashiv amrapurkar,anand balraj,sudhir dalvi
kahani ek chor ki,1981,138,"Action, Crime",5.2,9,S. Ramanathan,asrani,master bhagwan,chandrashekhar
kahani kismat ki,1973,131,"Action, Drama",6.0,90,Arjun Hingorani,dharmendra,rekha,ajit
kahin din kahin raat,1968,165,"Action, Crime, Thriller",5.6,14,Darshan Sabharwal,biswajit chatterjee,sapana,pran
kahin hai mera pyar,2014,138,"Drama, Musical, Romance",5.7,18,Mahesh Vaijnath Doijode,manas das,eesha agarwal,gajendra chauhan
kahin pyaar na ho jaaye,1963,120,Comedy,7.5,24,Kalpataru,shakila,mehmood,om prakash
kaho naa... pyaar hai,2000,172,"Action, Musical, Romance",6.9,14186,Rakesh Roshan,hrithik roshan,ameesha patel,anupam kher
kai kodukkam kai,1984,131,"Action, Drama",6.3,75,J. Mahendran,chinnijayanth,y.g. mahendran,rajinikanth
kai po che,2013,120,"Drama, Sport",7.8,34048,Abhishek Kapoor,amit sadh,sushant singh rajput,rajkummar rao
kairee,1999,93,Drama,5.4,104,Amol Palekar,yogita deshmukh,shilpa navalkar,mohan gokhale
kaisay kahein...,2007,123,"Drama, Romance",6.2,54,Mohit Hussein,rajvirr singh,neha julka,aditi govitrikar
kajarya,2013,132,Drama,6.6,131,Madhureeta Anand,meenu hooda,ridhima sud,kuldeep ruhil
kajraare,2010,112,"Crime, Drama, Romance",2.8,404,Pooja Bhatt,himesh reshammiya,sara loren,amrita singh
kajri,2013,84,Drama,6.0,48,Hyder Kazmi,arpita singh,,
kaksparsh,2012,140,"Drama, Family, History",7.9,779,Mahesh Manjrekar,sachin khedekar,priya bapat,abhijit kelkar
kal aaj aur kal,1971,156,"Family, Musical, Romance",6.9,308,Randhir Kapoor,prithviraj kapoor,raj kapoor,babita kapoor
kal hamara hai,1959,127,Drama,6.7,18,S.K. Prabhakar,madhubala,bharat bhushan,jayant
kal ho naa ho,2003,186,"Comedy, Drama, Musical",7.9,64972,Nikkhil Advani,preity zinta,shah rukh khan,saif ali khan
kal ki awaz,1992,162,Action,6.2,65,B.R. Chopra,ravi chopra,dharmendra,raj babbar
kal kissne dekha,2009,134,"Action, Crime, Romance",3.6,435,Vivek Sharma,jackky bhagnani,nushrat bharucha,david bueno
kal: yesterday and tomorrow,2005,120,"Drama, Mystery, Thriller",6.3,111,Ruchi Narain,shiney ahuja,murad ali,ahmed chaudhary
kala aadmi,1960,140,"Action, Drama, Mystery",6.0,7,Ved-Madan,ashok kumar,shyama,johnny walker
kala bazaar,1989,160,"Action, Drama",5.5,203,Rakesh Roshan,anil kapoor,jackie shroff,farha naaz
kala bazar,1960,163,"Crime, Drama, Musical",7.4,262,Vijay Anand,dev anand,waheeda rehman,nanda
kala dhanda goray log,1986,158,"Drama, Family",5.7,35,Sanjay Khan,sunil dutt,sanjay khan,anita raj
kala pani,1958,164,"Crime, Musical, Romance",7.1,277,Raj Khosla,dev anand,madhubala,nalini jaywant
kala pani,1980,126,Action,5.6,16,Shibu Mitra,shashi kapoor,neetu singh,bindu
kalabaaz,1977,145,"Action, Adventure, Drama",6.4,29,Ashok Roy,dev anand,zeenat aman,pradeep kumar
kalaignan,1993,143,"Action, Drama, Thriller",6.3,221,G.B. Vijay,kamal haasan,bindiya,farheen
kalank,2019,166,"Drama, Romance",3.6,11873,Abhishek Varman,varun dhawan,alia bhatt,madhuri dixit
kali ghata,1951,145,"Drama, Romance",6.3,9,Kishore Sahu,kishore sahu,bina rai,asha mathur
kali ghata,1980,131,"Romance, Thriller, Mystery",5.8,33,Ved Rahi,shashi kapoor,rekha,danny denzongpa
kali salwaar,2002,112,Drama,6.2,95,Fareeda Mehta,sadiya siddiqui,irrfan khan,surekha sikri
kali topi lal rumal,1959,129,"Musical, Romance",5.7,15,Tara Harish,shakila,chandrashekhar,agha
kalichaat,2018,70,Drama,8.0,6,Sudhanshu Sharma,prakash deshmukh,virendra kumar nathenial,geetika shyam
kalicharan,1976,143,"Action, Adventure, Crime",6.7,251,Subhash Ghai,shatrughan sinha,reena roy,ajit
kalloori vaasal,1996,135,"Comedy, Romance",5.1,159,Pavithran,ajith kumar,prashanth,pooja bhatt
kalpana,1948,122,Musical,6.7,39,Uday Shankar,lakshmi kanta,usha kiran,lalitha
kalsandhya,1997,124,Drama,7.2,13,Bhabendra Nath Saikia,hemen barman,munin barua,mridula baruah
kalyug,1981,152,Drama,7.8,501,Shyam Benegal,shashi kapoor,rekha,raj babbar
kalyug,2005,126,"Action, Crime, Drama",6.5,2566,Mohit Suri,kunal khemu,deepal shaw,smiley suri
kama sundari,2001,130,Thriller,5.2,17,Balvinder Sandhu,monica castelino,nagesh bhonsle,satyendra kapoor
kamaal dhamaal malamaal,2012,148,"Comedy, Drama",4.1,750,Priyadarshan,nana patekar,shreyas talpade,om puri
kamasutra 3d,2013,110,"Drama, Romance",6.5,510,Rupesh Paul,mohan kapur,abha paul,makrand deshpande
kambakkht ishq,2009,142,"Action, Comedy, Romance",3.9,6741,Sabir Khan,sylvester stallone,denise richards,brandon routh
kaminey,2009,130,"Action, Crime, Drama",7.4,16640,Vishal Bhardwaj,shahid kapoor,priyanka chopra jonas,deb mukherjee
kamla,1984,120,Drama,7.1,55,Jag Mundhra,shabana azmi,deepti naval,marc zuber
kamla ki maut,1989,95,Drama,7.2,212,Basu Chatterjee,pankaj kapur,supriya pathak,roopa ganguly
kamlabai,1992,46,Documentary,7.6,8,Reena Mohan,kamlabai gokhale,,
kamsin: the untouched,1997,88,Drama,5.1,12,Amit Suryavanshi,birbal,k.k. goswami,jyoti
kan kan men bhagwan,1963,124,"Adventure, Drama, Fantasy",5.8,10,Babubhai Mistry,anita guha,mahipal,ram singh
kanave kalaiyadhe,1999,157,"Action, Drama",6.0,22,V. Gowthaman,sabitha anand,charlie,chinnijayanth
kandy twist,2019,113,Drama,8.2,8,Shiva Rindani,dinero ash,pari chaudhary,greg de sousa
kaneez,1949,140,"Drama, History",6.2,5,Krishna Kumar,munawwar sultana,shyam,urmila
kangan,1959,144,Mystery,6.8,9,Nanabhai Bhatt,nirupa roy,ashok kumar,purnima
kangan,1971,139,Drama,6.6,16,K.B. Tilak,ashok kumar,mala sinha,sanjeev kumar
kanhaiya,1959,175,"Romance, Drama, Family",6.7,45,Om Prakash,raj kapoor,nutan,lalita pawar
kanmani,1994,137,"Drama, Romance",3.7,7,R.K. Selvamani,jaishankar,mansoor ali khan,lakshmi
kannan varuvaan,2000,135,Romance,5.8,39,Sundar C.,karthik,mantra,divyaa unni
kanoon,1960,150,"Drama, Crime, Mystery",7.9,415,B.R. Chopra,rajendra kumar,ashok kumar,nanda
kanoon,1994,104,"Action, Drama",3.1,135,Sushma Shiromani,ajay devgn,urmila matondkar,kiran kumar
kanoon apna apna,1989,162,"Action, Crime, Drama",5.6,146,Gopal B.,dilip kumar,nutan,sanjay dutt
kanpuriye,2019,103,Drama,6.3,1098,Ashish Aryan,aparshakti khurana,divyendu sharma,vijay raaz
kanwarlal,1988,150,"Action, Drama",4.6,18,S.S. Ravichandra,salma agha,arjun,raj babbar
kanyadaan,1968,149,"Drama, Romance",7.3,78,Mohan Segal,asha parekh,shashi kapoor,sayeeda khan
kanyadaan,2017,114,Drama,6.9,17,Akshay Dinesh Vaishnav,deepika amin,mrinmayee godbole,darshan jariwala
kaphal: wild berries,2013,90,"Action, Adventure, Drama",8.2,45,Batul Mukhtiar,hema bisht,ramkishan choyal,subrat dutta
kapoor & sons,2016,132,"Comedy, Drama, Family",7.7,23991,Shakun Batra,rishi kapoor,rajat kapoor,ratna pathak shah
karam,2005,117,"Action, Crime, Drama",5.5,1324,Sanjay F. Gupta,john abraham,priyanka chopra jonas,bharat dabholkar
karamati coat,1993,86,"Comedy, Family, Fantasy",7.1,182,Ajay Karthik,prachi save,swapnesh sawant,vikram acharya
karan,1994,120,Action,4.0,23,Shiv Kumar,virender razdan,prem chopra,balwant dullat
karan arjun,1995,175,"Action, Drama, Fantasy",6.8,13394,Rakesh Roshan,rakhee gulzar,salman khan,shah rukh khan
karar: the deal,2014,115,Thriller,4.2,64,Sabir,mahek chahal,tarun arora,shashi wadia
karate,1983,127,"Action, Drama, Musical",6.2,56,Deb Mukherjee,mithun chakraborty,deb mukherjee,kaajal kiran
kareeb,1998,145,"Drama, Romance",6.5,1094,Vidhu Vinod Chopra,bobby deol,shabana raza,abhay chopra
karim mohammed,2018,99,Drama,4.8,30,Pawan Kumar Sharma,alka amin,veer gujjar,rajesh jais
karishma kudrat kaa,1985,185,"Action, Drama",6.1,57,Sunil Hingorani,rati agnihotri,urmila bhatt,mithun chakraborty
karishmaa,1984,130,"Crime, Thriller",6.5,43,I.V. Sasi,kamal haasan,reena roy,tina ambani
karle pyaar karle,2014,110,"Action, Romance",2.7,128,Rajesh Pandey,shiv darshan,hasleen kaur,aham sharma
karm,1977,156,"Drama, Family",6.7,72,B.R. Chopra,rajesh khanna,vidya sinha,shabana azmi
karma,1986,193,"Action, Adventure, Drama",7.4,1946,Subhash Ghai,dilip kumar,nutan,naseeruddin shah
"karma, confessions and holi",2009,110,Drama,2.9,125,Manish Gupta,rati agnihotri,armin amiri,kulraaj anand
karma: crime. passion. reincarnation,2008,97,"Crime, Drama, Mystery",5.0,105,M.R. Shahjahan,alma s. grey,carl weyant,vijayendra ghatge
karmyudh,1985,130,Action,4.4,16,Swaroop Kumar,mithun chakraborty,anita raj,pran
karobaar: the business of love,2000,180,"Drama, Romance",4.4,237,Rakesh Roshan,juhi chawla,anil kapoor,rishi kapoor
kartavya,1979,168,"Action, Drama",7.0,55,Mohan Segal,dharmendra,rekha,nirupa roy
karthik calling karthik,2010,135,"Drama, Mystery, Romance",7.1,11005,Vijay Lalwani,farhan akhtar,deepika padukone,ram kapoor
kartoos,1999,124,"Action, Thriller",5.1,514,Mahesh Bhatt,sanjay dutt,jackie shroff,manisha koirala
kartooz,2014,97,"Action, Adventure",3.0,7,Panna Hossain,faruque azam,anindita chatterjee,sumita chatterjee
karunamayudu,1978,160,"Biography, Drama, Family",7.7,37,A. Bhimsingh,christopher coelho,chandramohan,rajasulochana
karwaan,2018,114,"Adventure, Comedy, Drama",7.6,13986,Akarsh Khurana,irrfan khan,dulquer salmaan,mithila palkar
karz,1980,159,"Action, Musical, Romance",7.5,2146,Subhash Ghai,rishi kapoor,tina ambani,simi garewal
karz: the burden of truth,2002,173,"Action, Crime, Drama",3.9,390,Harry Baweja,sunny deol,sunil shetty,shilpa shetty kundra
karzzzz,2008,142,"Action, Drama, Musical",2.1,1238,Satish Kaushik,himesh reshammiya,urmila matondkar,shweta kumar
kasaai,2019,96,Drama,6.6,29,Gajendra Shanker Shrotriya,raman atre,ashok banthia,amit bimrot
kasak,1992,150,"Drama, Romance",5.1,27,K. Bapaiah,aparajita,asrani,laxmikant berde
kasak,2005,107,Drama,4.5,63,Rajiv Babbar,lucky ali,meera,puneet issar
kasam,1988,157,"Action, Drama, Romance",5.1,53,Umesh Mehra,master bunty,sudhir dalvi,ketki dave
kasam paida karne wale ki,1984,145,"Action, Drama",5.7,131,Babbar Subhash,mithun chakraborty,smita patil,salma agha
kasam teri kasam,1993,156,"Drama, Romance",4.3,15,Raman Kumar,krishan kumar,kanchan,kunickaa sadanand
kasauti,1974,131,"Drama, Romance",5.9,115,Aravind Sen,hema malini,amitabh bachchan,pran
kasba,1991,121,Drama,7.0,49,Kumar Shahani,navjot hansra,k.k. raina,manohar singh
kashmakash,1973,134,"Action, Family, Mystery",5.4,13,Feroz Chinoy,feroz khan,rekha,shatrughan sinha
kashmir daily,2018,148,"Drama, Thriller",6.7,23,Hussein Khan,zameer ashai,shahid gulfam,hussein khan
kashmir ki kali,1964,168,"Comedy, Musical, Romance",7.1,487,Shakti Samanta,shammi kapoor,sharmila tagore,pran
kasoor,2001,151,"Drama, Mystery, Thriller",6.0,937,Vikram Bhatt,divya dutta,sucheta paushe,lisa ray
kastoori,2019,100,Drama,8.7,31,Vinod Kamble,samarth sonawane,shravan upalakar,
kath putli,1957,152,"Drama, Family",6.9,29,Nitin Bose,amiya chakrabarty,vyjayanthimala,balraj sahni
katha,1983,141,"Comedy, Drama",7.8,1113,Sai Paranjape,naseeruddin shah,farooq shaikh,deepti naval
kathor,2018,110,Drama,5.6,10,Karan Kashyap,lalit parimoo,sheetal dimri,abhisek pandey
kathputli,1971,148,"Drama, Romance",6.9,34,Brij,jeetendra,mumtaz,helen
kati patang,1970,167,"Drama, Family, Musical",7.2,946,Shakti Samanta,rajesh khanna,asha parekh,prem chopra
katilon ke kaatil,1981,199,"Action, Comedy, Drama",6.4,92,Anil Hingorani,arjun hingorani,dharmendra,rishi kapoor
katiyabaaz,2013,84,"Documentary, Drama",7.8,485,Deepti Kakkar,fahad mustafa,ritu maheshwari,loha singh
katputtli,2006,119,Thriller,5.6,24,Sanjay Khanna,milind soman,mink singh,sameer dharmadhikari
katti batti,2015,135,"Comedy, Drama, Romance",4.9,2856,Nikkhil Advani,imran khan,kangana ranaut,suhaas ahuja
kaun hai jo sapno mein aaya,2004,127,Musical,5.1,46,Rajesh Bhatt,richa pallod,anupam kher,kader khan
kaun jeeta kaun haara,1987,119,"Comedy, Drama",5.9,29,Rakesh Kumar,tinnu anand,amitabh bachchan,bhavana balsawar
kaun kare kurbanie,1991,154,"Action, Crime, Drama",3.2,49,Arjun Hingorani,dharmendra,govinda,anita raj
kaun kitney paani mein,2015,112,"Comedy, Drama, Family",6.1,458,Nila Madhab Panda,kunal kapoor,radhika apte,saurabh shukla
kaun rokega mujhe,1997,123,"Action, Thriller",3.8,18,Kamal Raj Bhasin,coca cola,sadashiv amrapurkar,asrani
kaun sachcha kaun jhootha,1997,130,"Drama, Mystery, Thriller",5.5,101,Partho Ghosh,rishi kapoor,sridevi,suresh oberoi
kaun?,1999,90,"Mystery, Thriller",7.8,3764,Ram Gopal Varma,urmila matondkar,manoj bajpayee,sushant singh
kaun? kaisey?,1983,127,Crime,6.4,45,Neelu Arora,beena bannerjee,bina,ardhendu bose
kavi kalidas,1959,139,"Drama, Musical",7.1,17,S.N. Tripathi,bharat bhushan,nirupa roy,anita guha
kaya palat,1983,121,"Comedy, Fantasy",6.7,14,Satyen Bose,suresh chatwal,anoop kumar,ashok kumar
kayda kanoon,1993,150,"Action, Crime, Drama",5.0,504,Pradeep Maini,akshay kumar,sudesh berry,ashwini bhave
kedarnath,2018,116,"Drama, Romance",6.9,11446,Abhishek Kapoor,sushant singh rajput,sara ali khan,nitish bharadwaj
keemat,1973,132,Action,6.8,48,Ravikant Nagaich,dharmendra,rekha,prem chopra
keemat: they are back,1998,162,"Action, Comedy, Drama",5.7,1146,Sameer Malkan,akshay kumar,raveena tandon,saif ali khan
kehta hai yeh dil,2020,116,"Comedy, Drama",3.3,10,R.k. Sharma,ranbeeir kalsi,sharvani sahay,elena tuteja
kehtaa hai dil baar baar,2002,119,"Comedy, Drama, Romance",4.7,182,Rahul Dholakia,paresh rawal,jimmy sheirgill,kim sharma
kerry on kutton,2016,125,Drama,5.7,216,Ashok Yadav,bhavana singh chauhan,satyajeet dubey,aradhana jagota
kesari,2019,150,"Action, Drama, History",7.4,15660,Anurag Singh,akshay kumar,parineeti chopra,suvinder vicky
kevi rite jaish,2012,128,"Comedy, Family",8.1,869,Abhishek Jain,tom alter,abhinay banker,raju barot
khaali peeli,2020,119,"Action, Comedy, Romance",2.3,8106,Maqbool Khan,ishaan khattar,ananya panday,jaideep ahlawat
khaan dost,1976,157,"Action, Crime, Drama",5.6,38,Dulal Guha,raj kapoor,shatrughan sinha,mithu mukherjee
khabardar,1984,167,Family,5.9,23,Rama Rao Tatineni,amitabh bachchan,kamal haasan,jaya prada
khajoor pe atke,2018,119,Comedy,5.6,221,Harsh Chhaya,vinay pathak,suneeta sengupta,alka amin
khakee,2004,174,"Action, Crime, Drama",7.4,15192,Rajkumar Santoshi,amitabh bachchan,akshay kumar,ajay devgn
khal nayak,1993,190,"Action, Adventure, Crime",7.2,3064,Subhash Ghai,sanjay dutt,madhuri dixit,jackie shroff
khalifa,1976,140,"Action, Crime, Drama",5.7,15,Prakash Mehra,randhir kapoor,rekha,i.s. johar
khallas: the beginning of end,2007,121,"Crime, Drama, Romance",4.0,11,Sumeet Chawla,nikita anand,sanjeev dabholkar,raj hussein
khal-naaikaa,1993,147,"Crime, Drama, Thriller",3.7,141,Saawan Kumar Tak,jeetendra,jaya prada,anu agrawal
khalnayak,2004,74,Action,6.3,12,Kishan Shah,satnam kaur,kashish khurana,karishma
khamiyaza: journey of a common man,2019,130,"Action, Drama",4.6,20,Deekshit Kaul,heramb tripathi,piyali munshi,alok chaturvedi
khamosh,1986,101,"Mystery, Thriller",7.5,944,Vidhu Vinod Chopra,shabana azmi,amol palekar,naseeruddin shah
khamosh adalat jaari hai,2017,100,Drama,7.7,52,Ritesh Menon,nandita das,pravina bhagwat deshpande,ajitesh gupta
khamoshh... khauff ki raat,2005,123,"Mystery, Thriller",3.3,245,Deepak Tijori,shilpa shetty kundra,juhi chawla,shawar ali
khamoshi,1970,127,"Drama, Romance",7.7,546,Asit Sen,rajesh khanna,waheeda rehman,nasir hussain
khamoshi,2019,96,"Horror, Thriller",3.5,239,Chakri Toleti,prabhu deva,tamannaah bhatia,bhoomika chawla
khamoshi: the musical,1996,160,"Drama, Musical, Romance",7.5,3110,Sanjay Leela Bhansali,manisha koirala,nana patekar,salman khan
khamoshiyan,2015,122,"Drama, Horror, Romance",4.0,1220,Karan Darra,gurmeet choudhary,ali fazal,sapna pabbi
khan kluay,2006,79,"Animation, Adventure, Family",5.9,1159,Kompin Kemgumnird,tod polson,akshay kumar,anyarit pitakkul
khandaan,1942,171,"Drama, Family",6.2,14,Shaukat Hussain Rizvi,noor jehan,pran,ghulam mohammed
khandaan,1979,130,"Drama, Romance",6.5,19,Anil Ganguly,jeetendra,sulakshana pandit,bindiya goswami
khandaani shafakhana,2019,136,"Comedy, Drama",4.0,1141,Shilpi Dasgupta,sonakshi sinha,badshah,varun sharma
khandan,1965,158,"Drama, Musical",6.9,145,A. Bhimsingh,sunil dutt,nutan,pran
khandhar,1984,106,Drama,7.2,242,Mrinal Sen,shabana azmi,annu kapoor,pankaj kapur
khanjar,1980,134,Thriller,5.8,16,Atma Ram,navin nischol,reena roy,amjad khan
khanna & iyer,2007,103,Comedy,5.1,49,Hemant Hegde,sarvar ahuja,aditi sharma,arun bakshi
khap,2011,125,"Drama, Thriller",5.0,104,Ajai Sinha,rahul jaiswal,raj arjun,mohnish bahl
khargosh,2009,94,Drama,7.7,24,Paresh Kamdar,,,
khatarnaak,1990,223,"Action, Crime, Drama",5.2,82,Bharat Rangachary,sanjay dutt,anita raj,farha naaz
khatron ke khiladi,1988,156,"Action, Drama",4.8,181,Rama Rao Tatineni,dharmendra,sanjay dutt,chunky panday
khatta meetha,1978,128,"Comedy, Drama",7.5,862,Basu Chatterjee,ashok kumar,rakesh roshan,bindiya goswami
khatta meetha,2010,157,"Comedy, Crime, Drama",5.7,9891,Priyadarshan,akshay kumar,trisha krishnan,kulbhushan kharbanda
khauff,2000,124,"Action, Crime, Drama",4.4,361,Sanjay Gupta,sanjay dutt,manisha koirala,sharad s. kapoor
khayal gatha,1989,103,"Drama, Music",6.6,34,Kumar Shahani,mangal dhillon,rajat kapoor,mita vashisht
khazanchi,1958,51,Romance,5.8,12,Prem Narayan Arora,shyama,balraj sahni,chitra
khazanchi,1941,171,Mystery,7.0,26,Moti B. Gidwani,m. ismail,ramola,manorama
khejdi,2018,92,Drama,8.1,27,Rohit Dwivedi,priyanka agarwal,sahil bhati,bertwin ravi dsouza
khel,1992,152,"Comedy, Drama, Romance",6.4,541,Rakesh Roshan,aparajita,prem chopra,madhuri dixit
khel,2003,174,"Action, Crime, Drama",4.0,467,Yusuf Khan,sunny deol,sunil shetty,ajay jadeja
